Id,Label,date,lat,long,name,node_class,site_class
delta-benzenehexachloride,delta-benzenehexachloride,,,,,Chemical,
hydrazobenzene,hydrazobenzene,,,,,Chemical,
acenaphthylene,acenaphthylene,,,,,Chemical,
"2,2-oxybis(1-chloropropane)","2,2-oxybis(1-chloropropane)",,,,,Chemical,
acetone,acetone,,,,,Chemical,
aldrin,aldrin,,,,,Chemical,
chrysene,chrysene,,,,,Chemical,
fluorine,fluorine,,,,,Chemical,
"indeno(1,2,3-cd)pyrene","indeno(1,2,3-cd)pyrene",,,,,Chemical,
tetrahydrofuran,tetrahydrofuran,,,,,Chemical,
m-xylene,m-xylene,,,,,Chemical,
"2,4-dichlorophenoxyacetic acid, esters","2,4-dichlorophenoxyacetic acid, esters",,,,,Chemical,
"2,4,6-trichlorophenol","2,4,6-trichlorophenol",,,,,Chemical,
benzene,benzene,,,,,Chemical,
hexachlorobutadiene,hexachlorobutadiene,,,,,Chemical,
isophorone,isophorone,,,,,Chemical,
alpha-benzenehexachloride,alpha-benzenehexachloride,,,,,Chemical,
pentachlorophenol,pentachlorophenol,,,,,Chemical,
methanol,methanol,,,,,Chemical,
heptachlor,heptachlor,,,,,Chemical,
trichloroethene,trichloroethene,,,,,Chemical,
ethylene dibromide,ethylene dibromide,,,,,Chemical,
"1,3-dinitrobenzene","1,3-dinitrobenzene",,,,,Chemical,
"2,4,5-trichlorophenoxyacetic acid","2,4,5-trichlorophenoxyacetic acid",,,,,Chemical,
isodrin,isodrin,,,,,Chemical,
zine,zine,,,,,Chemical,
benzo(b)fluoranthene,benzo(b)fluoranthene,,,,,Chemical,
methyl chloride,methyl chloride,,,,,Chemical,
"2,3,4,6-tetrachlorophenol","2,3,4,6-tetrachlorophenol",,,,,Chemical,
o-xylene,o-xylene,,,,,Chemical,
4-chloro-3-methylphenol,4-chloro-3-methylphenol,,,,,Chemical,
isobutyl alcohol,isobutyl alcohol,,,,,Chemical,
"2,6-dinitrotoluene","2,6-dinitrotoluene",,,,,Chemical,
creosote,creosote,,,,,Chemical,
"1,1-dichloroethene","1,1-dichloroethene",,,,,Chemical,
carbon disulfide,carbon disulfide,,,,,Chemical,
endrin metabolites,endrin metabolites,,,,,Chemical,
"dichlorobenzene, n.o.s.","dichlorobenzene, n.o.s.",,,,,Chemical,
beryllium,beryllium,,,,,Chemical,
o-toluidine,o-toluidine,,,,,Chemical,
endosulfan (alpha),endosulfan (alpha),,,,,Chemical,
ddd,ddd,,,,,Chemical,
p-dichlorobenzene,p-dichlorobenzene,,,,,Chemical,
zinc,zinc,,,,,Chemical,
benzidine,benzidine,,,,,Chemical,
endosulfan-ll,endosulfan-ll,,,,,Chemical,
"1,2-dichloroethane","1,2-dichloroethane",,,,,Chemical,
"1,2,3-trichloropropane","1,2,3-trichloropropane",,,,,Chemical,
benzoic acid,benzoic acid,,,,,Chemical,
toluene,toluene,,,,,Chemical,
"1,1-dichloropropane","1,1-dichloropropane",,,,,Chemical,
cyanides {cn anion},cyanides {cn anion},,,,,Chemical,
carbon tetrachloride,carbon tetrachloride,,,,,Chemical,
barium,barium,,,,,Chemical,
"2,4-dimethylphenol","2,4-dimethylphenol",,,,,Chemical,
o-cresol,o-cresol,,,,,Chemical,
methyl bromide,methyl bromide,,,,,Chemical,
nitrophenols,nitrophenols,,,,,Chemical,
chlordane,chlordane,,,,,Chemical,
"1,1,2-trichloroethane","1,1,2-trichloroethane",,,,,Chemical,
styrene,styrene,,,,,Chemical,
"dibenzo(a,h)anthracene","dibenzo(a,h)anthracene",,,,,Chemical,
chloroethane,chloroethane,,,,,Chemical,
diethyl phthalate,diethyl phthalate,,,,,Chemical,
dichloroethyl ether,dichloroethyl ether,,,,,Chemical,
vinyl chloride,vinyl chloride,,,,,Chemical,
"crotonaldehyde, (e)","crotonaldehyde, (e)",,,,,Chemical,
aluminum sulfate,aluminum sulfate,,,,,Chemical,
nitrobenzene,nitrobenzene,,,,,Chemical,
dimethyl phthalate,dimethyl phthalate,,,,,Chemical,
benzo(k)fluoranthene,benzo(k)fluoranthene,,,,,Chemical,
"2,4,5-trichlorophenol","2,4,5-trichlorophenol",,,,,Chemical,
bromoform,bromoform,,,,,Chemical,
chlorobenzene,chlorobenzene,,,,,Chemical,
antimony,antimony,,,,,Chemical,
"2,4-dinitrophenol","2,4-dinitrophenol",,,,,Chemical,
"trichloropropane, n.o.s.","trichloropropane, n.o.s.",,,,,Chemical,
ammonia,ammonia,,,,,Chemical,
aroclor 1260,aroclor 1260,,,,,Chemical,
fluoranthene,fluoranthene,,,,,Chemical,
dibutyl phthalate,dibutyl phthalate,,,,,Chemical,
dicamba,dicamba,,,,,Chemical,
methyl isobutyl ketone,methyl isobutyl ketone,,,,,Chemical,
2-chlorophenol,2-chlorophenol,,,,,Chemical,
heptachlor epoxide,heptachlor epoxide,,,,,Chemical,
arsenic,arsenic,,,,,Chemical,
silvex,silvex,,,,,Chemical,
"2,4-dinitrotoluene","2,4-dinitrotoluene",,,,,Chemical,
benzo(a)anthracene,benzo(a)anthracene,,,,,Chemical,
dde,dde,,,,,Chemical,
thallium,thallium,,,,,Chemical,
aniline,aniline,,,,,Chemical,
n-nitrosodimethylamine,n-nitrosodimethylamine,,,,,Chemical,
toxaphene,toxaphene,,,,,Chemical,
dichlorobromomethane,dichlorobromomethane,,,,,Chemical,
phenol,phenol,,,,,Chemical,
cadmium,cadmium,,,,,Chemical,
aroclor 1254,aroclor 1254,,,,,Chemical,
dibromochloromethane,dibromochloromethane,,,,,Chemical,
anthracene,anthracene,,,,,Chemical,
p-chloroaniline,p-chloroaniline,,,,,Chemical,
acetone cyanohydrin,acetone cyanohydrin,,,,,Chemical,
methoxychlor,methoxychlor,,,,,Chemical,
"1,3-dichloropropene","1,3-dichloropropene",,,,,Chemical,
acetonitrile,acetonitrile,,,,,Chemical,
m-cresol,m-cresol,,,,,Chemical,
cyclohexane,cyclohexane,,,,,Chemical,
pyrene,pyrene,,,,,Chemical,
m-dichlorobenzene,m-dichlorobenzene,,,,,Chemical,
aroclor 1248,aroclor 1248,,,,,Chemical,
acetophenone,acetophenone,,,,,Chemical,
"tetrachloroethane, n.o.s.","tetrachloroethane, n.o.s.",,,,,Chemical,
pcbs,pcbs,,,,,Chemical,
"4,2-dichloroethane","4,2-dichloroethane",,,,,Chemical,
"manganese, tricarbonyl methylcyclopentadienyl","manganese, tricarbonyl methylcyclopentadienyl",,,,,Chemical,
trichlorofluoromethane,trichlorofluoromethane,,,,,Chemical,
malathion,malathion,,,,,Chemical,
p-nitroaniline,p-nitroaniline,,,,,Chemical,
"1,3-dichloropropane","1,3-dichloropropane",,,,,Chemical,
"1,2,4-trichlorobenzene","1,2,4-trichlorobenzene",,,,,Chemical,
sodium (elemental),sodium (elemental),,,,,Chemical,
"trans-1,2-dichloroethene","trans-1,2-dichloroethene",,,,,Chemical,
xylenes,xylenes,,,,,Chemical,
"1,1,2,2-tetrachloroethane","1,1,2,2-tetrachloroethane",,,,,Chemical,
benzyl chloride,benzyl chloride,,,,,Chemical,
endrin aldehyde,endrin aldehyde,,,,,Chemical,
cyanides (soluble salts and complexes) n.o.s.,cyanides (soluble salts and complexes) n.o.s.,,,,,Chemical,
formaldehyde,formaldehyde,,,,,Chemical,
benzo(ghi)perylene,benzo(ghi)perylene,,,,,Chemical,
"4,4-methylenebis(2-chloroaniline)","4,4-methylenebis(2-chloroaniline)",,,,,Chemical,
chromium,chromium,,,,,Chemical,
"1,2-dichlorobenzene","1,2-dichlorobenzene",,,,,Chemical,
dichloromethane,dichloromethane,,,,,Chemical,
lead,lead,,,,,Chemical,
"2,4-dinitro sec butylphenol","2,4-dinitro sec butylphenol",,,,,Chemical,
tetrachloroethene,tetrachloroethene,,,,,Chemical,
ddt,ddt,,,,,Chemical,
vinyl acetate,vinyl acetate,,,,,Chemical,
benzo(a)pyrene,benzo(a)pyrene,,,,,Chemical,
chlorobenzenes,chlorobenzenes,,,,,Chemical,
dinitrotoluene,dinitrotoluene,,,,,Chemical,
benzoie acid,benzoie acid,,,,,Chemical,
"dichloroethylene, n.o.s.","dichloroethylene, n.o.s.",,,,,Chemical,
dichlorodifluoromethane,dichlorodifluoromethane,,,,,Chemical,
cumene,cumene,,,,,Chemical,
hydrofluoric acid,hydrofluoric acid,,,,,Chemical,
"1,1,1-trichloroethane","1,1,1-trichloroethane",,,,,Chemical,
"cis-1,2-dichloroethene","cis-1,2-dichloroethene",,,,,Chemical,
ethylenethiourea,ethylenethiourea,,,,,Chemical,
"1,1-dichloroethane","1,1-dichloroethane",,,,,Chemical,
methyl ethyl ketone,methyl ethyl ketone,,,,,Chemical,
ethylbenzene,ethylbenzene,,,,,Chemical,
p-nitrophenol,p-nitrophenol,,,,,Chemical,
dioxin,dioxin,,,,,Chemical,
acrolein,acrolein,,,,,Chemical,
"1,1,1,2-tetrachloroethane","1,1,1,2-tetrachloroethane",,,,,Chemical,
o-nitrophenol,o-nitrophenol,,,,,Chemical,
lindane,lindane,,,,,Chemical,
n-nitrosodi-n-butylamine,n-nitrosodi-n-butylamine,,,,,Chemical,
n-nitrosodiphenylamine,n-nitrosodiphenylamine,,,,,Chemical,
p-xylene,p-xylene,,,,,Chemical,
selenium,selenium,,,,,Chemical,
hexachlorodibenzofurans,hexachlorodibenzofurans,,,,,Chemical,
"1,4-dioxane","1,4-dioxane",,,,,Chemical,
"2,4-dichlorophenol","2,4-dichlorophenol",,,,,Chemical,
di-n-octyl phthalate,di-n-octyl phthalate,,,,,Chemical,
endrin,endrin,,,,,Chemical,
nickel,nickel,,,,,Chemical,
bis(2-ethylhexyl) phthalate,bis(2-ethylhexyl) phthalate,,,,,Chemical,
silver,silver,,,,,Chemical,
carbaryl,carbaryl,,,,,Chemical,
hexachlorobenzene,hexachlorobenzene,,,,,Chemical,
heptachlorodibenzo-p-dioxins,heptachlorodibenzo-p-dioxins,,,,,Chemical,
pentachlorodibenzo-p-dioxins,pentachlorodibenzo-p-dioxins,,,,,Chemical,
asbestos,asbestos,,,,,Chemical,
hexachlorodibenzo-p-dioxins,hexachlorodibenzo-p-dioxins,,,,,Chemical,
dursban,dursban,,,,,Chemical,
diazinon,diazinon,,,,,Chemical,
pcb-1016,pcb-1016,,,,,Chemical,
acetaldehyde,acetaldehyde,,,,,Chemical,
sodium hydroxide,sodium hydroxide,,,,,Chemical,
benzonitrile,benzonitrile,,,,,Chemical,
potassium hydroxide,potassium hydroxide,,,,,Chemical,
vanadium sulfate,vanadium sulfate,,,,,Chemical,
heptachlorodibenzofurans.,heptachlorodibenzofurans.,,,,,Chemical,
"3,3-dichlorobenzidine","3,3-dichlorobenzidine",,,,,Chemical,
benzofj]fluoranthene,benzofj]fluoranthene,,,,,Chemical,
pentachlorodibenzofurans,pentachlorodibenzofurans,,,,,Chemical,
sulfuric acid,sulfuric acid,,,,,Chemical,
kepone,kepone,,,,,Chemical,
hexachloroethane,hexachloroethane,,,,,Chemical,
Cardiotoxicity,Cardiotoxicity,,,,,Chem Desc,
IGC50,IGC50,,,,,Chem Desc,
Carcinogenicity,Carcinogenicity,,,,,Chem Desc,
LC50,LC50,,,,,Chem Desc,
Hepatotoxicity,Hepatotoxicity,,,,,Chem Desc,
Dev_Toxic,Dev_Toxic,,,,,Chem Desc,
Respiratory,Respiratory,,,,,Chem Desc,
Repo_Toxic,Repo_Toxic,,,,,Chem Desc,
BCF,BCF,,,,,Chem Desc,
Endocrine_NR-AR,Endocrine_NR-AR,,,,,Chem Desc,
LCM50DM,LCM50DM,,,,,Chem Desc,
Mutagenicity,Mutagenicity,,,,,Chem Desc,
